date_key,hour,cell_id,availability_pct,throughput_dl_mbps,throughput_ul_mbps,latency_ms,prb_utilization_pct,attached_users,drop_rate_pct
2026-05-05,22,C-VAN-N-002,98.34,137.26,31.51,37.43,37.63,232,0.423
2026-05-05,23,C-VAN-N-002,99.11,135.25,32.29,34.79,29.77,140,0.317
2026-05-06,0,C-VAN-N-002,98.23,127.45,31.41,38.23,38.33,163,0.364
2026-05-06,1,C-VAN-N-002,98.01,140.07,32.75,38.96,25.16,153,0.316
2026-05-06,2,C-VAN-N-002,98.85,139.03,29.38,39.49,35.19,135,0.265
2026-05-06,3,C-VAN-N-002,98.34,140.96,31.35,39.94,40.49,132,0.574
2026-05-06,4,C-VAN-N-002,98.79,123.15,30.34,38.14,44.74,145,0.506
2026-05-06,5,C-VAN-N-002,98.31,145.95,31.26,38.57,44.83,209,0.46
2026-05-06,6,C-VAN-N-002,99.29,127.54,31.09,39.16,52.93,222,0.381
2026-05-06,7,C-VAN-N-002,99.21,131.1,30.41,33.26,53.87,263,0.687
2026-05-06,8,C-VAN-N-002,98.1,130.47,29.94,37.34,54.95,295,0.65
2026-05-06,9,C-VAN-N-002,98.29,139.69,31.39,39.41,71.65,287,0.445
2026-05-06,10,C-VAN-N-002,97.62,135.47,34.77,36.02,68.78,324,0.396
2026-05-06,11,C-VAN-N-002,97.89,139.0,33.65,38.82,74.58,275,0.432
2026-05-06,12,C-VAN-N-002,98.28,137.47,33.99,35.09,70.64,363,0.301
2026-05-06,13,C-VAN-N-002,98.61,130.26,33.97,40.44,71.38,262,0.272
2026-05-06,14,C-VAN-N-002,98.73,128.54,35.21,38.27,61.27,275,0.449
2026-05-06,15,C-VAN-N-002,98.57,142.84,30.98,41.3,64.38,297,0.176
2026-05-06,16,C-VAN-N-002,98.79,147.19,33.35,42.28,53.58,268,0.357
2026-05-06,17,C-VAN-N-002,98.32,138.34,30.9,35.13,61.04,259,0.19
2026-05-06,18,C-VAN-N-002,98.15,144.79,34.09,38.52,51.02,235,0.319
2026-05-06,19,C-VAN-N-002,97.78,144.13,32.19,37.41,53.89,160,0.476
2026-05-06,20,C-VAN-N-002,98.85,141.38,32.95,37.87,35.03,188,0.367
2026-05-06,21,C-VAN-N-002,97.93,135.33,33.61,38.08,31.57,208,0.465
2026-05-06,22,C-VAN-N-002,97.99,132.44,28.02,38.42,38.58,123,0.244
2026-05-06,23,C-VAN-N-002,98.92,138.57,31.64,38.22,32.33,159,0.639
2026-05-07,0,C-VAN-N-002,97.64,136.47,28.82,40.72,39.11,143,0.485
2026-05-07,1,C-VAN-N-002,97.13,146.79,29.73,35.78,33.17,145,0.425
2026-05-07,2,C-VAN-N-002,98.35,141.7,31.76,35.86,29.34,195,0.262
2026-05-07,3,C-VAN-N-002,97.9,146.89,32.59,37.46,46.69,171,0.366
2026-05-07,4,C-VAN-N-002,99.06,133.57,28.92,37.57,42.41,211,0.0
2026-05-07,5,C-VAN-N-002,98.34,140.64,33.12,36.95,47.26,183,0.4
2026-05-07,6,C-VAN-N-002,97.98,141.26,31.27,33.23,45.76,247,0.302
2026-05-07,7,C-VAN-N-002,97.1,136.02,34.01,39.52,56.53,250,0.527
2026-05-07,8,C-VAN-N-002,97.46,138.18,33.49,37.74,57.96,309,0.273
2026-05-07,9,C-VAN-N-002,97.75,134.2,33.25,37.56,70.81,308,0.373
2026-05-07,10,C-VAN-N-002,98.3,131.27,29.58,38.62,72.11,279,0.255
2026-05-07,11,C-VAN-N-002,97.6,137.59,31.68,40.07,72.7,312,0.493
2026-05-07,12,C-VAN-N-002,97.6,137.09,32.49,37.76,68.08,326,0.497
2026-05-07,13,C-VAN-N-002,97.77,130.64,30.15,35.74,68.09,354,0.484
2026-05-07,14,C-VAN-N-002,97.78,138.78,33.23,38.1,72.6,324,0.361
2026-05-07,15,C-VAN-N-002,98.21,123.02,34.77,37.45,60.12,290,0.658
2026-05-07,16,C-VAN-N-002,98.24,138.19,32.78,38.7,63.47,302,0.228
2026-05-07,17,C-VAN-N-002,97.99,137.2,33.64,37.21,54.55,304,0.3
2026-05-07,18,C-VAN-N-002,98.65,133.52,32.75,39.49,40.66,191,0.399
2026-05-07,19,C-VAN-N-002,98.58,131.22,33.12,38.89,47.96,223,0.442
2026-05-07,20,C-VAN-N-002,98.99,142.53,33.54,37.09,38.64,186,0.517
2026-05-07,21,C-VAN-N-002,98.76,124.59,32.38,36.57,45.05,127,0.359
2026-05-07,22,C-VAN-N-002,97.15,132.56,29.67,37.59,29.43,139,0.618
2026-05-07,23,C-VAN-N-002,96.77,143.19,30.97,36.02,35.82,145,0.562
2026-05-08,0,C-VAN-N-002,97.9,140.28,34.06,37.88,26.76,124,0.248
2026-05-08,1,C-VAN-N-002,97.6,130.85,33.52,37.29,30.03,123,0.672
2026-05-08,2,C-VAN-N-002,96.85,148.88,31.68,38.43,36.49,148,0.661
2026-05-08,3,C-VAN-N-002,97.73,139.09,29.98,39.43,34.83,175,0.267
2026-05-08,4,C-VAN-N-002,98.08,147.5,33.16,38.61,43.36,201,0.455
2026-05-08,5,C-VAN-N-002,98.36,144.18,28.82,37.02,45.79,254,0.41
2026-05-08,6,C-VAN-N-002,97.75,131.55,34.82,38.3,51.59,233,0.36
2026-05-08,7,C-VAN-N-002,97.32,130.57,30.15,38.46,59.39,229,0.304
2026-05-08,8,C-VAN-N-002,97.55,140.09,30.91,34.42,62.35,275,0.456
2026-05-08,9,C-VAN-N-002,97.36,149.89,31.55,38.02,59.6,295,0.295
2026-05-08,10,C-VAN-N-002,97.39,142.33,33.32,38.47,70.22,298,0.453
2026-05-08,11,C-VAN-N-002,97.45,140.42,32.17,39.39,73.08,313,0.498
2026-05-08,12,C-VAN-N-002,96.46,143.46,32.39,38.26,74.35,349,0.29
2026-05-08,13,C-VAN-N-002,97.57,141.49,31.05,39.42,67.67,322,0.275
2026-05-08,14,C-VAN-N-002,97.64,134.5,32.47,37.08,72.09,291,0.342
2026-05-08,15,C-VAN-N-002,97.02,130.49,34.45,37.0,62.64,324,0.553
2026-05-08,16,C-VAN-N-002,97.33,122.83,33.02,35.3,65.03,301,0.454
2026-05-08,17,C-VAN-N-002,97.64,139.72,32.26,35.75,58.83,278,0.387
2026-05-08,18,C-VAN-N-002,97.75,131.86,30.08,37.75,56.5,225,0.691
2026-05-08,19,C-VAN-N-002,97.03,135.27,31.4,40.85,46.4,205,0.573
2026-05-08,20,C-VAN-N-002,96.96,126.92,30.09,39.03,44.05,188,0.562
2026-05-08,21,C-VAN-N-002,97.41,126.51,30.23,38.94,38.25,168,0.522
2026-05-08,22,C-VAN-N-002,96.88,133.7,34.55,36.4,36.04,116,0.25
2026-05-08,23,C-VAN-N-002,98.35,142.57,31.87,38.21,32.64,130,0.37
2026-05-09,0,C-VAN-N-002,96.57,139.8,31.26,36.74,28.67,173,0.493
2026-05-09,1,C-VAN-N-002,96.95,137.64,32.02,37.14,36.69,129,0.362
2026-05-09,2,C-VAN-N-002,96.82,133.81,30.01,37.41,34.2,146,0.429
2026-05-09,3,C-VAN-N-002,96.47,136.01,28.61,38.48,43.68,139,0.499
2026-05-09,4,C-VAN-N-002,97.17,132.8,28.97,36.11,38.35,115,0.273
2026-05-09,5,C-VAN-N-002,97.2,129.82,33.57,37.13,43.35,248,0.173
2026-05-09,6,C-VAN-N-002,97.31,127.54,32.88,40.45,50.04,252,0.39
2026-05-09,7,C-VAN-N-002,97.31,133.25,31.45,42.49,51.2,239,0.241
2026-05-09,8,C-VAN-N-002,97.45,128.46,31.54,38.54,59.93,258,0.303
2026-05-09,9,C-VAN-N-002,96.98,124.42,32.74,37.31,67.35,296,0.362
2026-05-09,10,C-VAN-N-002,97.13,145.98,33.61,41.83,65.19,379,0.283
2026-05-09,11,C-VAN-N-002,97.15,139.09,28.58,37.1,75.17,325,0.33
2026-05-09,12,C-VAN-N-002,97.39,132.54,34.82,37.53,69.69,350,0.438
2026-05-09,13,C-VAN-N-002,97.3,153.03,29.93,36.44,69.34,346,0.474
2026-05-09,14,C-VAN-N-002,97.06,137.05,31.73,36.28,64.71,327,0.237
2026-05-09,15,C-VAN-N-002,97.23,134.2,33.43,35.37,61.92,291,0.46
2026-05-09,16,C-VAN-N-002,97.16,139.95,33.05,37.63,62.99,267,0.589
2026-05-09,17,C-VAN-N-002,97.69,151.5,29.15,37.11,54.25,271,0.349
2026-05-09,18,C-VAN-N-002,96.86,127.15,29.83,36.96,52.34,230,0.541
2026-05-09,19,C-VAN-N-002,96.74,136.45,32.29,36.47,44.58,169,0.497
2026-05-09,20,C-VAN-N-002,97.5,135.69,32.32,35.83,40.53,181,0.479
2026-05-09,21,C-VAN-N-002,96.3,134.19,30.58,38.41,42.02,152,0.277
2026-05-09,22,C-VAN-N-002,97.58,133.29,30.79,36.99,33.84,154,0.666
2026-05-09,23,C-VAN-N-002,97.39,133.49,32.24,38.89,32.16,182,0.005
2026-05-10,0,C-VAN-N-002,97.04,140.87,33.43,36.77,34.25,102,0.273
2026-05-10,1,C-VAN-N-002,96.36,137.78,29.35,37.9,35.78,138,0.595
2026-05-10,2,C-VAN-N-002,97.12,139.84,29.36,39.39,34.74,159,0.386
2026-05-10,3,C-VAN-N-002,96.77,151.15,35.61,38.56,37.2,176,0.319
2026-05-10,4,C-VAN-N-002,97.03,136.02,31.01,38.7,36.68,129,0.341
2026-05-10,5,C-VAN-N-002,96.59,141.84,31.4,37.32,47.74,195,0.569
2026-05-10,6,C-VAN-N-002,96.71,141.05,37.37,37.66,47.99,242,0.251
2026-05-10,7,C-VAN-N-002,96.42,132.6,32.08,37.57,56.87,217,0.66
2026-05-10,8,C-VAN-N-002,96.67,137.02,32.15,37.81,62.38,298,0.702
2026-05-10,9,C-VAN-N-002,96.22,135.68,32.91,37.78,62.81,298,0.276
2026-05-10,10,C-VAN-N-002,96.57,146.83,32.13,37.5,70.03,357,0.617
2026-05-10,11,C-VAN-N-002,96.54,136.81,32.81,38.44,64.53,284,0.236
2026-05-10,12,C-VAN-N-002,96.55,132.89,31.28,38.45,76.32,356,0.477
2026-05-10,13,C-VAN-N-002,96.64,146.19,31.7,37.0,67.44,300,0.592
2026-05-10,14,C-VAN-N-002,96.92,129.94,34.85,38.85,62.97,292,0.467
2026-05-10,15,C-VAN-N-002,95.99,145.48,30.68,36.73,66.41,283,0.322
2026-05-10,16,C-VAN-N-002,96.61,131.19,32.58,39.45,62.22,236,0.418
2026-05-10,17,C-VAN-N-002,96.73,141.72,32.97,37.81,55.18,275,0.58
2026-05-10,18,C-VAN-N-002,96.3,135.36,32.95,39.36,52.24,249,0.06
2026-05-10,19,C-VAN-N-002,96.07,122.73,28.33,35.7,43.47,191,0.288
2026-05-10,20,C-VAN-N-002,96.62,138.02,30.84,40.26,40.01,195,0.371
2026-05-10,21,C-VAN-N-002,96.72,137.54,31.51,38.49,36.32,175,0.538
2026-05-10,22,C-VAN-N-002,96.97,130.4,31.46,37.66,39.95,196,0.454
2026-05-10,23,C-VAN-N-002,97.2,139.6,29.88,39.3,25.71,106,0.477
2026-05-11,0,C-VAN-N-002,96.3,128.84,30.7,38.44,32.07,131,0.318
2026-05-11,1,C-VAN-N-002,96.91,129.54,31.33,37.39,26.85,121,0.545
2026-05-11,2,C-VAN-N-002,95.99,142.87,30.33,37.46,31.39,172,0.611
2026-05-11,3,C-VAN-N-002,96.81,140.28,32.71,36.09,31.37,186,0.412
2026-05-11,4,C-VAN-N-002,95.82,140.57,33.63,36.6,42.46,182,0.374
2026-05-11,5,C-VAN-N-002,96.17,131.78,33.94,40.47,51.71,214,0.34
2026-05-11,6,C-VAN-N-002,95.91,139.35,31.42,36.65,52.27,220,0.453
2026-05-11,7,C-VAN-N-002,96.27,134.08,30.87,35.5,57.84,225,0.581
2026-05-11,8,C-VAN-N-002,97.58,138.53,33.79,40.04,64.56,261,0.463
2026-05-11,9,C-VAN-N-002,96.54,129.73,31.32,39.9,68.5,276,0.585
2026-05-11,10,C-VAN-N-002,96.44,130.59,33.12,39.87,68.96,272,0.249
2026-05-11,11,C-VAN-N-002,96.5,146.55,33.07,38.98,69.68,311,0.414
2026-05-11,12,C-VAN-N-002,96.62,133.78,31.36,40.29,70.14,321,0.488
2026-05-11,13,C-VAN-N-002,96.22,135.94,33.68,39.7,66.5,355,0.413
2026-05-11,14,C-VAN-N-002,96.77,142.16,28.21,38.51,66.0,298,0.444
2026-05-11,15,C-VAN-N-002,96.2,119.18,33.77,37.43,61.65,288,0.283
2026-05-11,16,C-VAN-N-002,96.13,131.16,33.36,37.43,55.62,208,0.586
2026-05-11,17,C-VAN-N-002,96.43,130.46,33.37,39.95,57.16,271,0.493
2026-05-11,18,C-VAN-N-002,96.59,142.14,27.62,35.15,47.68,233,0.378
2026-05-11,19,C-VAN-N-002,96.93,130.69,29.9,38.19,49.19,205,0.437
2026-05-11,20,C-VAN-N-002,96.08,150.4,29.11,36.23,41.79,171,0.228
2026-05-11,21,C-VAN-N-002,96.49,130.31,32.62,36.47,38.95,135,0.191
2026-05-11,22,C-VAN-N-002,96.77,125.82,30.87,37.33,33.59,147,0.396
2026-05-11,23,C-VAN-N-002,96.09,134.52,31.2,38.92,33.59,141,0.0
2026-05-12,0,C-VAN-N-002,96.35,137.78,33.1,36.7,34.15,125,0.252
2026-05-12,1,C-VAN-N-002,96.47,144.16,31.38,34.62,43.19,159,0.505
2026-05-12,2,C-VAN-N-002,96.42,134.03,31.35,38.58,29.61,166,0.265
2026-05-12,3,C-VAN-N-002,96.27,126.85,30.87,36.86,40.0,176,0.64
2026-05-12,4,C-VAN-N-002,95.58,147.26,30.47,35.91,40.65,164,0.52
2026-05-12,5,C-VAN-N-002,96.6,132.83,28.7,38.66,53.21,194,0.185
2026-05-12,6,C-VAN-N-002,96.03,139.98,31.63,37.36,48.32,275,0.365
2026-05-12,7,C-VAN-N-002,95.54,134.91,30.03,39.51,59.0,307,0.408
2026-05-12,8,C-VAN-N-002,96.45,140.86,33.96,36.16,59.15,290,0.147
2026-05-12,9,C-VAN-N-002,96.76,139.29,31.85,36.55,68.4,280,0.332
2026-05-12,10,C-VAN-N-002,95.46,139.26,30.84,37.14,73.74,295,0.453
2026-05-12,11,C-VAN-N-002,96.25,132.53,31.75,39.49,68.94,305,0.11
2026-05-12,12,C-VAN-N-002,96.3,135.95,30.63,37.8,73.63,326,0.573
2026-05-12,13,C-VAN-N-002,96.69,141.98,28.11,37.56,64.3,288,0.358
2026-05-12,14,C-VAN-N-002,96.41,128.09,30.75,34.62,65.9,274,0.371
2026-05-12,15,C-VAN-N-002,96.56,144.26,32.46,36.74,70.16,253,0.442
2026-05-12,16,C-VAN-N-002,96.36,143.04,32.1,38.31,60.32,232,0.465
2026-05-12,17,C-VAN-N-002,96.06,142.6,30.04,38.62,52.85,240,0.071
2026-05-12,18,C-VAN-N-002,95.55,138.53,35.0,37.29,51.46,248,0.459
2026-05-12,19,C-VAN-N-002,96.46,135.14,31.41,37.99,44.49,169,0.609
2026-05-12,20,C-VAN-N-002,96.05,137.91,31.58,39.33,31.96,167,0.302
2026-05-12,21,C-VAN-N-002,95.79,132.1,32.62,35.69,42.56,177,0.414
2026-05-12,22,C-VAN-N-002,95.25,134.49,29.22,38.16,31.49,180,0.45
2026-05-12,23,C-VAN-N-002,96.4,130.79,33.33,38.62,40.9,113,0.147
2026-05-13,0,C-VAN-N-002,96.14,133.11,32.62,38.91,27.1,93,0.436
2026-05-13,1,C-VAN-N-002,95.53,141.81,31.41,38.25,33.77,118,0.595
2026-05-13,2,C-VAN-N-002,95.48,134.29,31.67,40.91,32.99,149,0.434
2026-05-13,3,C-VAN-N-002,95.09,129.41,32.2,37.73,36.83,96,0.339
2026-05-13,4,C-VAN-N-002,95.22,126.19,33.15,38.14,42.33,183,0.601
2026-05-13,5,C-VAN-N-002,95.88,126.12,33.93,38.32,43.38,189,0.288
2026-05-13,6,C-VAN-N-002,95.16,138.64,33.28,37.64,48.02,171,0.445
2026-05-13,7,C-VAN-N-002,95.9,146.38,31.45,36.93,54.55,224,0.606
2026-05-13,8,C-VAN-N-002,95.79,135.09,31.63,33.67,63.92,252,0.354
2026-05-13,9,C-VAN-N-002,95.85,148.81,28.61,39.32,67.6,297,0.614
2026-05-13,10,C-VAN-N-002,95.72,135.6,30.46,36.52,73.84,295,0.352
2026-05-13,11,C-VAN-N-002,94.71,139.57,33.76,39.05,71.68,344,0.444
2026-05-13,12,C-VAN-N-002,96.5,133.84,32.9,32.27,72.44,350,0.452
2026-05-13,13,C-VAN-N-002,95.17,125.47,33.66,36.11,71.9,346,0.336
2026-05-13,14,C-VAN-N-002,95.52,126.74,32.5,36.45,61.28,311,0.632
2026-05-13,15,C-VAN-N-002,95.2,132.05,30.91,39.18,64.72,264,0.325
2026-05-13,16,C-VAN-N-002,96.18,140.24,31.51,38.36,64.55,240,0.336
2026-05-13,17,C-VAN-N-002,95.23,136.27,32.71,37.56,54.63,242,0.567
2026-05-13,18,C-VAN-N-002,95.39,141.46,32.16,37.9,53.12,250,0.114
2026-05-13,19,C-VAN-N-002,95.59,149.9,32.16,35.36,41.75,211,0.283
2026-05-13,20,C-VAN-N-002,94.95,147.62,30.21,40.75,45.89,177,0.349
2026-05-13,21,C-VAN-N-002,95.72,138.92,30.64,38.68,28.92,161,0.392
2026-05-13,22,C-VAN-N-002,96.34,135.31,33.21,35.47,34.14,126,0.442
2026-05-13,23,C-VAN-N-002,95.81,141.07,33.38,41.04,26.35,140,0.498
2026-05-14,0,C-VAN-N-002,95.31,132.28,34.96,38.4,30.34,134,0.359
2026-05-14,1,C-VAN-N-002,95.68,130.78,29.57,38.69,30.66,138,0.497
2026-05-14,2,C-VAN-N-002,95.03,132.98,33.77,39.62,33.23,141,0.28
2026-05-14,3,C-VAN-N-002,95.46,141.0,32.4,36.36,38.87,165,0.241
2026-05-14,4,C-VAN-N-002,94.93,134.57,33.15,38.37,44.49,199,0.539
2026-05-14,5,C-VAN-N-002,94.98,136.13,32.19,40.31,48.44,201,0.418
2026-05-14,6,C-VAN-N-002,94.56,141.94,29.52,37.07,58.31,208,0.691
2026-05-14,7,C-VAN-N-002,94.94,127.14,31.61,38.67,60.16,265,0.45
2026-05-14,8,C-VAN-N-002,94.35,147.85,31.68,38.13,59.46,293,0.404
2026-05-14,9,C-VAN-N-002,94.9,142.76,32.19,36.92,65.74,288,0.369
2026-05-14,10,C-VAN-N-002,94.67,144.28,31.45,37.19,68.13,364,0.368
2026-05-14,11,C-VAN-N-002,95.38,142.69,34.38,38.21,74.61,306,0.435
2026-05-14,12,C-VAN-N-002,95.43,131.99,30.67,37.33,71.05,339,0.402
2026-05-14,13,C-VAN-N-002,96.06,141.47,31.81,37.9,71.47,339,0.321
2026-05-14,14,C-VAN-N-002,95.13,145.3,31.29,38.21,66.93,297,0.502
2026-05-14,15,C-VAN-N-002,94.48,143.34,31.16,36.27,60.32,217,0.826
2026-05-14,16,C-VAN-N-002,95.53,145.78,29.75,36.89,55.68,217,0.282
2026-05-14,17,C-VAN-N-002,95.4,137.58,31.47,40.43,53.23,282,0.194
2026-05-14,18,C-VAN-N-002,94.81,135.9,32.64,38.96,46.54,233,0.218
2026-05-14,19,C-VAN-N-002,95.14,136.34,32.84,38.45,42.88,168,0.336
2026-05-14,20,C-VAN-N-002,95.48,139.31,31.02,41.28,47.22,221,0.028
2026-05-14,21,C-VAN-N-002,95.31,133.09,31.59,40.06,35.6,196,0.233
2026-05-14,22,C-VAN-N-002,94.43,132.03,29.57,36.55,38.83,102,0.362
2026-05-14,23,C-VAN-N-002,95.18,129.17,31.98,38.74,34.11,176,0.462
2026-05-15,0,C-VAN-N-002,95.5,143.71,35.07,38.58,32.52,148,0.055
2026-05-15,1,C-VAN-N-002,94.81,135.91,31.3,36.27,32.81,145,0.366
2026-05-15,2,C-VAN-N-002,95.1,127.82,34.64,37.27,32.52,169,0.438
2026-05-15,3,C-VAN-N-002,95.05,137.01,35.41,35.68,39.72,177,0.186
2026-05-15,4,C-VAN-N-002,94.49,127.68,30.65,35.84,45.95,176,0.53
2026-05-15,5,C-VAN-N-002,95.98,137.5,30.68,40.22,46.68,197,0.143
2026-05-15,6,C-VAN-N-002,94.71,150.47,32.91,36.55,50.91,222,0.431
2026-05-15,7,C-VAN-N-002,94.63,147.75,32.63,37.21,47.51,213,0.658
2026-05-15,8,C-VAN-N-002,94.58,155.18,33.83,38.26,59.77,281,0.338
2026-05-15,9,C-VAN-N-002,95.33,140.77,31.66,34.38,69.42,272,0.547
2026-05-15,10,C-VAN-N-002,95.01,137.63,32.88,37.85,62.36,309,0.422
2026-05-15,11,C-VAN-N-002,94.38,147.87,29.97,36.39,68.84,377,0.309
2026-05-15,12,C-VAN-N-002,95.84,138.51,31.42,35.04,71.02,292,0.564
2026-05-15,13,C-VAN-N-002,95.02,148.93,31.58,37.26,64.28,330,0.469
2026-05-15,14,C-VAN-N-002,94.48,128.56,31.97,37.23,68.74,329,0.041
2026-05-15,15,C-VAN-N-002,94.42,143.16,29.92,38.91,66.86,350,0.463
2026-05-15,16,C-VAN-N-002,94.39,131.8,30.76,39.45,58.22,252,0.359
2026-05-15,17,C-VAN-N-002,95.38,141.17,31.49,35.81,51.14,260,0.238
2026-05-15,18,C-VAN-N-002,94.98,150.27,33.07,36.55,53.96,254,0.531
2026-05-15,19,C-VAN-N-002,95.08,137.26,33.02,38.52,43.75,225,0.381
2026-05-15,20,C-VAN-N-002,94.82,129.63,32.16,39.03,45.37,172,0.275
2026-05-15,21,C-VAN-N-002,95.56,134.7,28.94,42.61,38.32,113,0.303
2026-05-15,22,C-VAN-N-002,95.26,136.9,33.77,36.35,38.2,139,0.392
2026-05-15,23,C-VAN-N-002,94.96,135.86,30.86,38.3,36.0,137,0.353
2026-05-16,0,C-VAN-N-002,94.73,148.35,29.41,37.51,31.22,110,0.463
2026-05-16,1,C-VAN-N-002,95.04,141.02,27.61,37.19,33.92,90,0.551
2026-05-16,2,C-VAN-N-002,95.11,139.2,31.57,35.6,40.01,208,0.423
2026-05-16,3,C-VAN-N-002,94.32,136.54,31.68,38.37,34.37,154,0.512
2026-05-16,4,C-VAN-N-002,94.49,140.63,30.26,38.14,39.28,172,0.327
2026-05-16,5,C-VAN-N-002,95.15,128.04,29.25,40.62,49.12,187,0.41
2026-05-16,6,C-VAN-N-002,94.23,144.74,32.44,37.19,44.08,214,0.403
2026-05-16,7,C-VAN-N-002,92.8,139.06,32.34,36.17,50.77,259,0.237
2026-05-16,8,C-VAN-N-002,94.41,149.89,31.02,37.41,67.19,249,0.363
2026-05-16,9,C-VAN-N-002,94.41,135.94,31.05,36.5,60.13,326,0.289
2026-05-16,10,C-VAN-N-002,94.64,129.44,28.83,37.43,67.27,314,0.368
2026-05-16,11,C-VAN-N-002,94.61,126.14,29.94,41.69,70.38,290,0.43
2026-05-16,12,C-VAN-N-002,93.79,128.83,30.49,39.24,77.12,322,0.363
2026-05-16,13,C-VAN-N-002,94.66,146.0,30.17,39.89,75.73,347,0.537
2026-05-16,14,C-VAN-N-002,93.95,131.67,33.09,38.07,64.21,345,0.496
2026-05-16,15,C-VAN-N-002,93.66,136.6,31.72,36.4,71.49,308,0.358
2026-05-16,16,C-VAN-N-002,94.94,142.41,30.39,37.13,61.97,222,0.365
2026-05-16,17,C-VAN-N-002,95.21,139.64,32.25,35.33,51.89,256,0.487
2026-05-16,18,C-VAN-N-002,94.05,138.82,31.79,37.62,52.63,236,0.712
2026-05-16,19,C-VAN-N-002,94.7,132.82,31.32,37.66,51.85,214,0.417
