date_key,cell_id,voice_minutes,data_gb,sms_count
2026-05-05,C-VAN-001-003,1467.2,269.86,541
2026-05-06,C-VAN-001-003,1480.1,349.95,718
2026-05-07,C-VAN-001-003,1364.7,312.17,609
2026-05-08,C-VAN-001-003,1511.9,349.52,712
2026-05-09,C-VAN-001-003,951.9,361.67,544
2026-05-10,C-VAN-001-003,921.8,406.12,612
2026-05-11,C-VAN-001-003,1429.2,372.54,647
2026-05-12,C-VAN-001-003,1296.4,374.66,581
2026-05-13,C-VAN-001-003,1377.1,302.38,677
2026-05-14,C-VAN-001-003,1414.3,299.65,633
2026-05-15,C-VAN-001-003,1523.5,283.9,683
2026-05-16,C-VAN-001-003,1043.7,364.03,730
2026-05-17,C-VAN-001-003,920.2,382.84,554
2026-05-18,C-VAN-001-003,1359.9,272.77,547
2026-05-19,C-VAN-001-003,1354.1,363.65,573
2026-05-20,C-VAN-001-003,1290.4,273.42,558
2026-05-21,C-VAN-001-003,1278.3,342.39,745
2026-05-22,C-VAN-001-003,1488.5,315.84,722
2026-05-23,C-VAN-001-003,992.7,363.45,685
2026-05-24,C-VAN-001-003,1146.4,402.24,635
2026-05-25,C-VAN-001-003,1518.9,346.76,716
2026-05-26,C-VAN-001-003,1265.2,371.36,658
2026-05-27,C-VAN-001-003,1579.4,301.03,714
2026-05-28,C-VAN-001-003,1326.3,284.92,593
2026-05-29,C-VAN-001-003,1283.3,345.67,516
2026-05-30,C-VAN-001-003,1003.7,385.47,717
2026-05-31,C-VAN-001-003,875.4,337.33,601
2026-05-04,C-SUR-002-001,1725.1,468.21,654
2026-05-05,C-SUR-002-001,1861.2,404.85,596
2026-05-06,C-SUR-002-001,1675.1,365.74,638
2026-05-07,C-SUR-002-001,1551.1,489.33,687
2026-05-08,C-SUR-002-001,1808.8,393.91,845
2026-05-09,C-SUR-002-001,1064.8,456.19,635
2026-05-10,C-SUR-002-001,1120.3,512.75,731
2026-05-11,C-SUR-002-001,1829.6,356.32,733
2026-05-12,C-SUR-002-001,1779.7,456.17,713
2026-05-13,C-SUR-002-001,1603.6,409.62,619
2026-05-14,C-SUR-002-001,1507.9,390.18,700
2026-05-15,C-SUR-002-001,1464.0,411.14,867
2026-05-16,C-SUR-002-001,1018.6,486.34,734
2026-05-17,C-SUR-002-001,1031.5,562.14,609
2026-05-18,C-SUR-002-001,1699.6,434.92,784
2026-05-19,C-SUR-002-001,1610.0,390.06,824
2026-05-20,C-SUR-002-001,1829.6,361.91,690
2026-05-21,C-SUR-002-001,1669.8,449.47,737
2026-05-22,C-SUR-002-001,1542.8,371.45,728
2026-05-23,C-SUR-002-001,1043.6,513.82,841
2026-05-24,C-SUR-002-001,1189.7,434.55,599
2026-05-25,C-SUR-002-001,1707.8,414.55,887
2026-05-26,C-SUR-002-001,1669.9,384.04,881
2026-05-27,C-SUR-002-001,1880.4,459.98,874
2026-05-28,C-SUR-002-001,1676.5,356.57,634
2026-05-29,C-SUR-002-001,1467.4,421.11,669
2026-05-30,C-SUR-002-001,1334.6,548.52,856
2026-05-31,C-SUR-002-001,1045.9,535.66,687
2026-05-04,C-SUR-002-002,1794.5,454.81,1653
2026-05-05,C-SUR-002-002,1840.7,613.06,1234
2026-05-06,C-SUR-002-002,1947.9,591.85,1361
2026-05-07,C-SUR-002-002,2001.0,500.24,1390
2026-05-08,C-SUR-002-002,2119.6,523.35,1332
2026-05-09,C-SUR-002-002,1523.3,724.87,1651
2026-05-10,C-SUR-002-002,1593.1,677.29,1486
2026-05-11,C-SUR-002-002,1907.7,494.45,1119
2026-05-12,C-SUR-002-002,1769.4,466.13,1309
2026-05-13,C-SUR-002-002,1909.8,516.5,1153
2026-05-14,C-SUR-002-002,2259.8,552.97,1131
2026-05-15,C-SUR-002-002,1716.0,577.94,1420
2026-05-16,C-SUR-002-002,1529.9,572.67,1214
2026-05-17,C-SUR-002-002,1354.0,564.69,1378
2026-05-18,C-SUR-002-002,2233.3,469.62,1233
2026-05-19,C-SUR-002-002,1918.9,597.85,1184
2026-05-20,C-SUR-002-002,1731.4,504.41,1122
2026-05-21,C-SUR-002-002,1956.1,519.15,1518
2026-05-22,C-SUR-002-002,2055.0,466.37,1521
2026-05-23,C-SUR-002-002,1288.3,619.91,1370
2026-05-24,C-SUR-002-002,1437.3,666.23,1356
2026-05-25,C-SUR-002-002,1740.2,620.53,1581
2026-05-26,C-SUR-002-002,2079.7,484.89,1416
2026-05-27,C-SUR-002-002,2051.7,505.41,1564
2026-05-28,C-SUR-002-002,1710.6,622.83,1587
2026-05-29,C-SUR-002-002,1845.8,577.78,1358
2026-05-30,C-SUR-002-002,1211.7,687.71,1598
2026-05-31,C-SUR-002-002,1327.4,717.89,1156
2026-05-04,C-SUR-002-003,1815.4,191.54,630
2026-05-05,C-SUR-002-003,1803.8,165.42,647
2026-05-06,C-SUR-002-003,1596.6,170.13,674
2026-05-07,C-SUR-002-003,1600.6,183.84,509
2026-05-08,C-SUR-002-003,1710.9,157.69,656
2026-05-09,C-SUR-002-003,1252.7,216.97,557
2026-05-10,C-SUR-002-003,1232.4,202.78,526
2026-05-11,C-SUR-002-003,1943.4,203.71,534
2026-05-12,C-SUR-002-003,1598.6,190.63,542
2026-05-13,C-SUR-002-003,2018.3,167.39,625
2026-05-14,C-SUR-002-003,1634.9,149.13,524
2026-05-15,C-SUR-002-003,2129.9,152.46,731
2026-05-16,C-SUR-002-003,1170.1,202.33,695
2026-05-17,C-SUR-002-003,1160.6,225.98,531
2026-05-18,C-SUR-002-003,1898.9,190.89,673
2026-05-19,C-SUR-002-003,1591.5,170.72,743
2026-05-20,C-SUR-002-003,1674.4,173.32,656
2026-05-21,C-SUR-002-003,1958.1,197.57,554
2026-05-22,C-SUR-002-003,1969.5,193.26,531
2026-05-23,C-SUR-002-003,1359.8,228.41,565
2026-05-24,C-SUR-002-003,1478.2,175.3,579
2026-05-25,C-SUR-002-003,2013.0,189.4,642
2026-05-26,C-SUR-002-003,1919.7,202.85,657
2026-05-27,C-SUR-002-003,1833.2,188.29,670
2026-05-28,C-SUR-002-003,2110.9,185.53,638
2026-05-29,C-SUR-002-003,1753.7,202.47,749
2026-05-30,C-SUR-002-003,1479.5,222.82,542
2026-05-31,C-SUR-002-003,1153.4,220.58,698
2026-05-04,C-HAM-001-001,1748.6,425.48,707
2026-05-05,C-HAM-001-001,1889.1,441.59,651
2026-05-06,C-HAM-001-001,1730.3,377.12,791
2026-05-07,C-HAM-001-001,1927.7,379.19,677
2026-05-08,C-HAM-001-001,1715.8,382.97,838
2026-05-09,C-HAM-001-001,1069.5,449.12,744
2026-05-10,C-HAM-001-001,1258.5,473.57,868
2026-05-11,C-HAM-001-001,1724.0,380.63,817
2026-05-12,C-HAM-001-001,1571.1,378.49,652
2026-05-13,C-HAM-001-001,1632.7,329.15,810
2026-05-14,C-HAM-001-001,1697.2,363.86,799
2026-05-15,C-HAM-001-001,1688.9,420.95,688
2026-05-16,C-HAM-001-001,1354.7,366.0,752
2026-05-17,C-HAM-001-001,1189.2,429.91,692
2026-05-18,C-HAM-001-001,1665.6,344.1,691
2026-05-19,C-HAM-001-001,1465.1,429.75,621
2026-05-20,C-HAM-001-001,1632.1,360.04,795
2026-05-21,C-HAM-001-001,1685.6,379.08,716
2026-05-22,C-HAM-001-001,1754.5,339.4,841
2026-05-23,C-HAM-001-001,1271.3,479.37,612
2026-05-24,C-HAM-001-001,1059.7,448.04,618
2026-05-25,C-HAM-001-001,1510.8,402.86,679
2026-05-26,C-HAM-001-001,1588.8,355.26,846
2026-05-27,C-HAM-001-001,1554.3,419.28,644
2026-05-28,C-HAM-001-001,1493.8,347.45,712
2026-05-29,C-HAM-001-001,1754.6,434.69,625
2026-05-30,C-HAM-001-001,1141.4,414.9,845
2026-05-31,C-HAM-001-001,1199.6,422.09,729
2026-05-04,C-HAM-001-002,2070.0,376.28,1013
2026-05-05,C-HAM-001-002,1627.6,444.1,834
2026-05-06,C-HAM-001-002,1858.3,367.27,838
2026-05-07,C-HAM-001-002,1898.0,325.63,928
2026-05-08,C-HAM-001-002,2103.9,349.61,1021
2026-05-09,C-HAM-001-002,1321.3,509.22,891
2026-05-10,C-HAM-001-002,1464.0,487.0,740
2026-05-11,C-HAM-001-002,1702.3,346.89,807
2026-05-12,C-HAM-001-002,1857.1,415.22,882
2026-05-13,C-HAM-001-002,2134.7,318.59,885
2026-05-14,C-HAM-001-002,2071.8,417.96,767
2026-05-15,C-HAM-001-002,1676.3,374.93,934
2026-05-16,C-HAM-001-002,1206.9,435.88,921
2026-05-17,C-HAM-001-002,1167.5,479.55,810
2026-05-18,C-HAM-001-002,2092.3,374.89,964
2026-05-19,C-HAM-001-002,1793.3,317.58,921
2026-05-20,C-HAM-001-002,2108.9,377.06,786
2026-05-21,C-HAM-001-002,1695.2,415.26,909
2026-05-22,C-HAM-001-002,1624.9,332.67,802
2026-05-23,C-HAM-001-002,1194.0,472.0,792
2026-05-24,C-HAM-001-002,1362.2,406.63,932
2026-05-25,C-HAM-001-002,2100.0,422.99,1033
2026-05-26,C-HAM-001-002,2105.3,427.56,830
2026-05-27,C-HAM-001-002,1911.3,364.01,828
2026-05-28,C-HAM-001-002,1823.4,430.58,943
2026-05-29,C-HAM-001-002,1980.3,374.19,1070
2026-05-30,C-HAM-001-002,1380.2,426.68,776
2026-05-31,C-HAM-001-002,1196.0,399.09,936
2026-05-04,C-HAM-001-003,1801.7,423.06,1030
2026-05-05,C-HAM-001-003,1971.8,329.06,1023
2026-05-06,C-HAM-001-003,2319.0,345.26,1169
2026-05-07,C-HAM-001-003,2025.3,331.76,1147
2026-05-08,C-HAM-001-003,1970.7,432.9,982
2026-05-09,C-HAM-001-003,1337.5,421.04,1194
2026-05-10,C-HAM-001-003,1376.0,378.68,875
2026-05-11,C-HAM-001-003,1837.4,313.36,838
2026-05-12,C-HAM-001-003,2159.3,386.89,908
2026-05-13,C-HAM-001-003,1832.9,366.56,1116
2026-05-14,C-HAM-001-003,2311.8,433.37,869
2026-05-15,C-HAM-001-003,1848.3,318.98,1119
2026-05-16,C-HAM-001-003,1344.7,389.05,952
2026-05-17,C-HAM-001-003,1558.0,487.11,1039
2026-05-18,C-HAM-001-003,2274.1,423.01,958
2026-05-19,C-HAM-001-003,1759.9,393.45,997
2026-05-20,C-HAM-001-003,2059.6,437.02,1200
2026-05-21,C-HAM-001-003,2370.2,432.02,1090
2026-05-22,C-HAM-001-003,2296.2,339.61,1058
2026-05-23,C-HAM-001-003,1258.4,495.64,1072
2026-05-24,C-HAM-001-003,1421.3,471.21,1170
2026-05-25,C-HAM-001-003,2157.1,400.25,965
2026-05-26,C-HAM-001-003,2233.8,394.68,1119
2026-05-27,C-HAM-001-003,2326.2,426.94,954
2026-05-28,C-HAM-001-003,2293.2,362.64,821
2026-05-29,C-HAM-001-003,1896.2,435.83,944
2026-05-30,C-HAM-001-003,1599.2,429.61,1005
2026-05-31,C-HAM-001-003,1533.2,452.42,920
2026-05-04,C-HAM-002-001,1816.5,1001.57,1238
2026-05-05,C-HAM-002-001,1964.7,1021.44,1400
2026-05-06,C-HAM-002-001,1816.0,743.54,1602
2026-05-07,C-HAM-002-001,1969.4,764.38,1220
2026-05-08,C-HAM-002-001,1773.7,884.49,1647
2026-05-09,C-HAM-002-001,1233.5,973.77,1123
2026-05-10,C-HAM-002-001,1312.9,1161.52,1670
2026-05-11,C-HAM-002-001,1787.1,740.98,1590
2026-05-12,C-HAM-002-001,1949.9,794.2,1158
2026-05-13,C-HAM-002-001,1877.2,761.95,1238
2026-05-14,C-HAM-002-001,1663.4,761.1,1387
2026-05-15,C-HAM-002-001,2192.0,1010.63,1658
2026-05-16,C-HAM-002-001,1423.9,947.3,1270
2026-05-17,C-HAM-002-001,1248.9,1139.37,1142
2026-05-18,C-HAM-002-001,2005.8,746.52,1518
2026-05-19,C-HAM-002-001,1866.4,1023.21,1548
2026-05-20,C-HAM-002-001,1787.4,1010.55,1646
2026-05-21,C-HAM-002-001,2012.0,966.43,1617
2026-05-22,C-HAM-002-001,1952.7,846.03,1362
2026-05-23,C-HAM-002-001,1330.0,1095.24,1284
2026-05-24,C-HAM-002-001,1422.0,876.11,1437
2026-05-25,C-HAM-002-001,1932.6,996.0,1603
2026-05-26,C-HAM-002-001,2201.5,814.93,1613
2026-05-27,C-HAM-002-001,1685.2,986.72,1662
2026-05-28,C-HAM-002-001,2136.4,735.82,1319
2026-05-29,C-HAM-002-001,1748.7,948.27,1559
2026-05-30,C-HAM-002-001,1415.9,920.92,1526
2026-05-31,C-HAM-002-001,1372.9,1056.12,1492
2026-05-04,C-HAM-002-002,1953.0,438.98,982
2026-05-05,C-HAM-002-002,2092.1,419.04,833
2026-05-06,C-HAM-002-002,2296.8,390.31,922
2026-05-07,C-HAM-002-002,2241.5,331.97,937
2026-05-08,C-HAM-002-002,2282.5,404.79,915
2026-05-09,C-HAM-002-002,1299.2,431.44,850
2026-05-10,C-HAM-002-002,1438.6,381.64,760
2026-05-11,C-HAM-002-002,1922.8,324.57,944
2026-05-12,C-HAM-002-002,2259.4,393.3,919
2026-05-13,C-HAM-002-002,1933.7,406.25,656
2026-05-14,C-HAM-002-002,2043.5,423.95,783
2026-05-15,C-HAM-002-002,1956.8,452.13,767
2026-05-16,C-HAM-002-002,1521.3,387.51,752
2026-05-17,C-HAM-002-002,1221.9,452.96,719
2026-05-18,C-HAM-002-002,1838.4,381.18,749
2026-05-19,C-HAM-002-002,1804.2,335.78,942
2026-05-20,C-HAM-002-002,1952.0,350.85,948
2026-05-21,C-HAM-002-002,2125.3,437.92,841
2026-05-22,C-HAM-002-002,2006.9,403.82,684
2026-05-23,C-HAM-002-002,1504.1,514.91,704
2026-05-24,C-HAM-002-002,1442.2,480.04,801
2026-05-25,C-HAM-002-002,1746.2,358.4,851
2026-05-26,C-HAM-002-002,1963.2,408.57,867
2026-05-27,C-HAM-002-002,2260.6,404.24,762
2026-05-28,C-HAM-002-002,2016.9,436.0,796
2026-05-29,C-HAM-002-002,2155.7,376.42,974
2026-05-30,C-HAM-002-002,1366.1,477.44,955
2026-05-31,C-HAM-002-002,1333.7,461.62,812
2026-05-04,C-HAM-002-003,1858.3,419.42,772
2026-05-05,C-HAM-002-003,1653.3,385.1,713
2026-05-06,C-HAM-002-003,1611.7,377.31,645
2026-05-07,C-HAM-002-003,1645.2,493.18,608
2026-05-08,C-HAM-002-003,1465.4,501.06,706
2026-05-09,C-HAM-002-003,997.0,500.8,592
2026-05-10,C-HAM-002-003,1084.7,423.23,532
2026-05-11,C-HAM-002-003,1541.5,388.91,581
2026-05-12,C-HAM-002-003,1669.4,368.81,649
2026-05-13,C-HAM-002-003,1714.3,498.87,734
2026-05-14,C-HAM-002-003,1885.2,446.33,751
2026-05-15,C-HAM-002-003,1631.1,379.3,764
2026-05-16,C-HAM-002-003,1007.2,568.52,786
2026-05-17,C-HAM-002-003,1295.9,523.7,583
2026-05-18,C-HAM-002-003,1597.0,467.59,580
2026-05-19,C-HAM-002-003,1573.1,463.3,539
2026-05-20,C-HAM-002-003,1566.7,466.0,783
2026-05-21,C-HAM-002-003,1484.8,371.27,610
2026-05-22,C-HAM-002-003,1477.0,385.72,774
2026-05-23,C-HAM-002-003,1174.3,572.61,541
2026-05-24,C-HAM-002-003,1049.5,569.47,600
2026-05-25,C-HAM-002-003,1608.3,473.2,628
2026-05-26,C-HAM-002-003,1855.4,494.42,671
2026-05-27,C-HAM-002-003,1820.6,366.29,744
2026-05-28,C-HAM-002-003,1696.9,379.16,643
2026-05-29,C-HAM-002-003,1878.4,500.22,717
2026-05-30,C-HAM-002-003,1061.5,527.29,627
2026-05-31,C-HAM-002-003,1110.1,573.29,534
2026-05-04,C-MTL-001-001,1416.5,1360.72,1151
2026-05-05,C-MTL-001-001,1273.4,1342.7,1370
2026-05-06,C-MTL-001-001,1188.6,1367.97,1304
2026-05-07,C-MTL-001-001,1332.1,1253.31,1623
2026-05-08,C-MTL-001-001,1527.2,1190.25,1241
2026-05-09,C-MTL-001-001,810.0,1234.4,1314
2026-05-10,C-MTL-001-001,822.1,1222.87,1499
2026-05-11,C-MTL-001-001,1248.6,1026.31,1236
2026-05-12,C-MTL-001-001,1227.9,1022.26,1562
2026-05-13,C-MTL-001-001,1208.7,1273.42,1612
2026-05-14,C-MTL-001-001,1171.1,1108.86,1155
2026-05-15,C-MTL-001-001,1264.1,1230.45,1147
2026-05-16,C-MTL-001-001,830.1,1276.31,1532
2026-05-17,C-MTL-001-001,949.7,1579.53,1353
2026-05-18,C-MTL-001-001,1310.2,1397.31,1305
2026-05-19,C-MTL-001-001,1291.8,1399.41,1544
2026-05-20,C-MTL-001-001,1403.7,1202.8,1377
2026-05-21,C-MTL-001-001,1520.4,1377.85,1439
2026-05-22,C-MTL-001-001,1173.8,1303.5,1270
2026-05-23,C-MTL-001-001,867.2,1599.82,1651
2026-05-24,C-MTL-001-001,903.0,1493.77,1325
2026-05-25,C-MTL-001-001,1153.3,1272.05,1135
2026-05-26,C-MTL-001-001,1383.2,1393.09,1535
2026-05-27,C-MTL-001-001,1388.8,1317.66,1353
2026-05-28,C-MTL-001-001,1454.7,1419.89,1449
2026-05-29,C-MTL-001-001,1321.6,1373.14,1402
2026-05-30,C-MTL-001-001,862.6,1229.39,1107
2026-05-31,C-MTL-001-001,910.6,1619.8,1244
2026-05-04,C-MTL-001-002,1037.4,343.39,1155
2026-05-05,C-MTL-001-002,1129.2,339.47,1046
2026-05-06,C-MTL-001-002,984.9,326.6,895
2026-05-07,C-MTL-001-002,1028.2,308.36,1026
2026-05-08,C-MTL-001-002,939.1,337.42,1046
2026-05-09,C-MTL-001-002,750.6,389.48,1312
2026-05-10,C-MTL-001-002,819.6,458.3,1041
2026-05-11,C-MTL-001-002,1203.3,359.88,918
2026-05-12,C-MTL-001-002,912.4,319.54,943
2026-05-13,C-MTL-001-002,935.1,368.09,990
2026-05-14,C-MTL-001-002,1099.6,400.82,1246
2026-05-15,C-MTL-001-002,1127.7,405.41,1227
2026-05-16,C-MTL-001-002,698.4,379.78,1258
2026-05-17,C-MTL-001-002,709.0,430.0,1207
2026-05-18,C-MTL-001-002,983.9,315.28,1137
2026-05-19,C-MTL-001-002,1116.1,399.81,1071
2026-05-20,C-MTL-001-002,1009.3,383.27,1285
2026-05-21,C-MTL-001-002,918.4,314.35,1144
2026-05-22,C-MTL-001-002,1106.7,361.48,978
2026-05-23,C-MTL-001-002,816.7,428.04,951
2026-05-24,C-MTL-001-002,789.3,384.29,1255
2026-05-25,C-MTL-001-002,949.1,400.43,1243
2026-05-26,C-MTL-001-002,1160.8,336.3,1316
2026-05-27,C-MTL-001-002,1013.1,312.71,1163
2026-05-28,C-MTL-001-002,959.3,292.31,1019
2026-05-29,C-MTL-001-002,1007.6,403.09,1279
2026-05-30,C-MTL-001-002,835.0,411.99,981
2026-05-31,C-MTL-001-002,664.8,363.73,1187
2026-05-04,C-MTL-001-003,1531.0,532.35,547
2026-05-05,C-MTL-001-003,1888.8,656.21,596
2026-05-06,C-MTL-001-003,1885.6,695.25,758
2026-05-07,C-MTL-001-003,1874.2,579.9,559
2026-05-08,C-MTL-001-003,1525.5,587.49,705
2026-05-09,C-MTL-001-003,1172.4,812.56,592
2026-05-10,C-MTL-001-003,1222.8,706.79,570
2026-05-11,C-MTL-001-003,1664.3,676.96,777
2026-05-12,C-MTL-001-003,1514.8,563.49,566
2026-05-13,C-MTL-001-003,1815.8,631.66,657
2026-05-14,C-MTL-001-003,1493.7,538.84,700
2026-05-15,C-MTL-001-003,1738.1,586.85,652
2026-05-16,C-MTL-001-003,1213.6,638.3,671
2026-05-17,C-MTL-001-003,1094.2,794.38,710
2026-05-18,C-MTL-001-003,1457.0,673.37,654
2026-05-19,C-MTL-001-003,1790.4,614.88,654
2026-05-20,C-MTL-001-003,1620.3,607.52,663
2026-05-21,C-MTL-001-003,1640.2,697.04,559
2026-05-22,C-MTL-001-003,1707.6,598.31,725
2026-05-23,C-MTL-001-003,1162.2,599.34,580
2026-05-24,C-MTL-001-003,1207.1,755.36,640
2026-05-25,C-MTL-001-003,1519.8,657.22,533
2026-05-26,C-MTL-001-003,1709.5,544.45,644
2026-05-27,C-MTL-001-003,1550.9,505.09,586
2026-05-28,C-MTL-001-003,1856.9,675.36,779
2026-05-29,C-MTL-001-003,1491.2,704.34,598
2026-05-30,C-MTL-001-003,1262.4,811.22,787
2026-05-31,C-MTL-001-003,1324.9,777.89,764
2026-05-04,C-OTT-003-001,1550.9,1282.09,903
2026-05-05,C-OTT-003-001,1366.2,1133.34,908
2026-05-06,C-OTT-003-001,1299.3,1278.98,856
2026-05-07,C-OTT-003-001,1550.4,1111.71,1021
2026-05-08,C-OTT-003-001,1263.7,983.9,850
2026-05-09,C-OTT-003-001,934.9,1227.28,876
2026-05-10,C-OTT-003-001,939.5,1350.93,799
2026-05-11,C-OTT-003-001,1432.8,982.68,947
2026-05-12,C-OTT-003-001,1284.8,1243.6,828
2026-05-13,C-OTT-003-001,1282.2,1047.78,872
2026-05-14,C-OTT-003-001,1440.5,1233.4,1099
2026-05-15,C-OTT-003-001,1301.1,977.63,1089
2026-05-16,C-OTT-003-001,933.1,1117.53,1045
2026-05-17,C-OTT-003-001,926.7,1305.86,950
2026-05-18,C-OTT-003-001,1410.0,1061.97,882
2026-05-19,C-OTT-003-001,1402.9,1072.07,771
2026-05-20,C-OTT-003-001,1577.9,1342.47,969
2026-05-21,C-OTT-003-001,1498.7,1243.19,1026
2026-05-22,C-OTT-003-001,1249.2,1206.6,1057
2026-05-23,C-OTT-003-001,876.5,1392.97,1126
2026-05-24,C-OTT-003-001,915.6,1218.61,922
2026-05-25,C-OTT-003-001,1204.7,1084.21,1031
2026-05-26,C-OTT-003-001,1530.0,1321.0,783
2026-05-27,C-OTT-003-001,1529.7,1178.88,893
2026-05-28,C-OTT-003-001,1322.5,1139.63,1054
2026-05-29,C-OTT-003-001,1376.3,1111.95,828
2026-05-30,C-OTT-003-001,1003.3,1430.52,1071
2026-05-31,C-OTT-003-001,997.1,1467.96,974
2026-05-04,C-OTT-003-002,1447.3,642.51,478
2026-05-05,C-OTT-003-002,1189.9,534.71,481
2026-05-06,C-OTT-003-002,1239.6,656.77,578
2026-05-07,C-OTT-003-002,1214.7,653.84,550
2026-05-08,C-OTT-003-002,1320.7,632.96,580
2026-05-09,C-OTT-003-002,948.2,741.55,527
2026-05-10,C-OTT-003-002,870.7,574.71,527
2026-05-11,C-OTT-003-002,1282.1,661.04,585
2026-05-12,C-OTT-003-002,1403.5,588.85,514
2026-05-13,C-OTT-003-002,1370.4,480.95,603
2026-05-14,C-OTT-003-002,1554.2,529.71,523
2026-05-15,C-OTT-003-002,1269.2,484.3,525
2026-05-16,C-OTT-003-002,832.8,729.2,451
2026-05-17,C-OTT-003-002,857.7,624.51,476
2026-05-18,C-OTT-003-002,1354.2,502.13,525
2026-05-19,C-OTT-003-002,1357.9,534.62,557
2026-05-20,C-OTT-003-002,1504.2,603.99,473
2026-05-21,C-OTT-003-002,1178.0,588.92,501
2026-05-22,C-OTT-003-002,1245.5,616.46,439
2026-05-23,C-OTT-003-002,977.9,645.48,484
2026-05-24,C-OTT-003-002,928.5,683.97,634
2026-05-25,C-OTT-003-002,1233.6,495.42,478
2026-05-26,C-OTT-003-002,1308.4,578.8,639
2026-05-27,C-OTT-003-002,1268.7,553.76,589
2026-05-28,C-OTT-003-002,1532.3,497.58,557
2026-05-29,C-OTT-003-002,1502.4,642.23,443
2026-05-30,C-OTT-003-002,901.0,593.62,497
2026-05-31,C-OTT-003-002,919.1,741.71,577
2026-05-04,C-OTT-003-003,1635.6,1195.1,1011
2026-05-05,C-OTT-003-003,1312.1,1077.61,797
2026-05-06,C-OTT-003-003,1436.5,971.25,724
2026-05-07,C-OTT-003-003,1436.9,971.54,738
2026-05-08,C-OTT-003-003,1748.0,1204.64,1010
2026-05-09,C-OTT-003-003,1114.1,1287.37,757
2026-05-10,C-OTT-003-003,1022.8,1390.82,988
2026-05-11,C-OTT-003-003,1732.8,1260.73,769
2026-05-12,C-OTT-003-003,1346.6,1048.68,980
2026-05-13,C-OTT-003-003,1455.0,1336.01,970
2026-05-14,C-OTT-003-003,1535.2,951.73,809
2026-05-15,C-OTT-003-003,1502.2,1059.92,762
2026-05-16,C-OTT-003-003,962.6,1533.49,1028
2026-05-17,C-OTT-003-003,1062.2,1233.02,790
2026-05-18,C-OTT-003-003,1306.3,976.41,970
2026-05-19,C-OTT-003-003,1707.7,1266.48,1036
